start,end,text
331.48,335.48," Yeah, right. And since I was a young, the other way up with the great, you know, point case."
335.48,338.48," I mean, the, what's your name crazy woman and culture?"
338.48,342.48," Yeah, constantly refers to him as, as Hussein Obama."
342.48,345.48, Right. Why not why not go the full line and call that Hussein Osama?
345.48,347.48," You know, he probably loved to."
347.48,349.48," Well, see, it's a shrill and sane bitch."
349.48,350.48, So yeah.
353.48,357.48, So the other question was about just refurbishing an engine to such an extent.
357.48,359.48," Is that, is that, is that common throughout games?"
359.48,363.48," You know, we were again, we were trying to make a game on a budget with a public, a"
363.48,367.48," budget, a developer slash publisher."
367.48,372.48," And, you know, I didn't know going into this thing that it was going to turn into what it was."
372.48,375.48, I signed on to initially give them just a design document.
375.48,379.48," And I kind of thought, hey, you guys maybe want to buy it off something small."
379.48,384.48, I gave them a concept for a physics simulation disaster simulator.
384.48,388.48, You put an old woman in the shopping cart and push it down the hill and see how many points you get kind of stuff.
389.48,394.48," And they want, they wanted story, they wanted adventure, they wanted third floor motivation for pushing the lady."
394.48,395.48, Yeah.
395.48,401.48," But you know what I, what I discovered as I got closer and closer to the team and to the project."
401.48,406.48, And I eventually moved out to Hong Kong in the hopes that I could try to steer it one way or another.
406.48,411.48," Was that this guy, these guys, the team, they had their hearts fully in this thing."
411.48,415.48," But the guy funding it, you know, he was kind of notorious for how cheap he was."
416.48,420.48," They would work overtime, but at six o'clock and night he would turn off the air conditioning."
420.48,424.48, This is in Hong Kong where it's 90 degrees outside and a hundred percent of humidity.
424.48,428.48, And so you've got an office full of Chinese dudes in there underwear trying to get the game going.
428.48,431.48," And that wasn't a pretty sight, you know."
431.48,436.48," But if you feel guilty at that point, I felt disheartened."
436.48,444.48," I felt, you know, that between myself and my art director who is another expat, another guy living in Hong Kong from Australia."
444.48,448.48, We were just trying to do all we could to sort of hold it together.
448.48,456.48, To try to put some sort of sense into all the effort that these guys were putting into their work.
456.48,458.48, They were trying really hard.
458.48,463.48, It's just they were saddled with bad tech and not enough resources.
463.48,466.48," And so, you know, we got what we got."
466.48,470.48," So, what, at what point did you decide to move to Shanghai?"
471.48,481.48," Well, I'd been traveling to Shanghai on and off for the two years that I was in Hong Kong and checking out the scene there and seeing what we might want to, you know, try to build."
481.48,490.48," The idea always having been to try to start a studio to get IP going and, you know, as bad day I lay wrapped up."
490.48,493.48, I actually went to work writing on a film script for the Oz film.
494.48,504.48, I spent a year just kind of chilling out and doing that and then sort of cultivating business in Shanghai while we got the the grim deal going with game tab.
504.48,511.48," And off to Shanghai we went to start that we went from, in this last year we went from myself and my art director Ken."
511.48,514.48, He's been around working with us for years.
514.48,522.48, Two guys in Hong Kong pitching a concept to game tab to we now have almost 50 people around Shanghai Los Angeles and San Francisco.
522.48,535.48, Working on grim growing a company in a year from nothing in China and then also I mean you were playing the game today getting this game going with this bizarre.
535.48,540.48, Development cycle and you know concept and it's just been great it's been really fun.
540.48,547.48, So is it being published by just distributed by game tap is that primary the only way you're going to be able to get it is through game tap.
547.48,551.48, That's the only way you're going to be able to get it that we're talking about right now.
551.48,552.48, Aha.
552.48,553.48, Yeah.
553.48,555.48, This is there baby.
555.48,557.48," This is, you know, there."
557.48,560.48," You know, the studio that we've been building."
560.48,566.48, I mean this is all on their dime and it means a lot to us that they've given us a chance to build something.
566.48,569.48, They're in China and to build something so radical.
569.48,573.48," And so yeah, it's going out on their system to start with and then we'll see where it goes from there."
573.48,577.48," What are, what are some of the unique challenges with working, you know, in these overseas studios."
577.48,578.48, I'm sure they're tons and tons.
578.48,581.48, One that you mentioned in an email interview with me.
581.48,584.48, I'm not sure I could pronounce any where I was with my phone.
584.48,585.48, My phone.
585.48,586.48, Uh huh.
586.48,588.48, So if you can tell us a little bit about that.
588.48,590.48," No, well, and then then then whatever else."
590.48,593.48, And even even in the Hong Kong party or story to you.
593.48,595.48, I mean just how crazy things get.
595.48,601.48," Hong Kong is sort of a subset of China in terms of the difficulty because of the, you know,"
601.48,603.48, decades of British rule that they had.
603.48,609.48, There's a lot more civility to the way that they do business and they conduct their personal affairs.
609.48,612.48, Whereas China has always been a little bit wild.
612.48,616.48," There's not a lot to, there's not such thing as mismanters in China."
616.48,617.48, Let's just put it that way.
617.48,621.48, And Mothon is a concept that is is really prevalent.
621.48,624.48," You actually, the word means trouble or hassle."
624.48,629.48," You might use it to say, excuse me, Mothonni may, may I trouble you."
629.48,635.48, But then you also use it to refer to just every other like crazy fucking shit that just happens constantly.
635.48,644.48," It's just really, I don't think to anybody that hasn't been there trying to build something that it would really make sense."
644.48,654.48," Uh, it seems that path of most resistance is what's drilled into many, many aspects of government and banking and just everything."
654.48,658.48, It's a tough bureaucratic frustration.
658.48,666.48," There's a bureaucratic, but also there's this concept there that the nail that sticks up gets the hammer."
666.48,672.48, So the person who stands out or who steps out of line is going to get crushed.
672.48,684.48," So that means that as a culture, there's this idea that being different or having original ideas or having an original thought is not something you want to do."
684.48,692.48," And, you know, so we see this happening, not so much with our core team, but you know, when we work without sources and things like that,"
692.48,701.48, where they're not motivated or maybe incentivized to think outside the box that you can put people to work on something and they'll just do the most counterintuitive thing.
701.48,707.48," And then continue to do it until someone comes along and says, wait a second, why are you doing,"
707.48,715.48," but with an example of what the counterintuitive things that they're going on and then you step in and sort of horror and say, that wasn't what I had mind."
715.48,727.48," Yeah, there's, um, I'm just trying to think of an example, we've had recently, you know, an example might be that you set someone to work on building a particular kind of an asset."
727.48,736.48," They don't quite know how to do it, but they then begin to do that and then they just keep repeating it with subsequent assets and so you end up with a whole pile of assets you can't use."
736.48,746.48," And the type of mistake being made is the kind of thing that would have triggered, you know, someone not afraid of raising their hand to say, this doesn't feel right."
746.48,753.48," Maybe I shouldn't be building this asset like this, maybe something very obvious, and yet there's none of that triggering going on."
753.48,765.48," This is weird because this, I mean, there, you know, an oxidautilism and orientalism, I mean, there are these longstanding notions of me previously was a Japanese culture part of the Second World War that."
765.48,778.48," The servility and all these other things, but, you know, western, you know, history and other academia and stuff is largely tried to say, well, these were all."
778.48,783.48, Just the West projecting or assuming the wrong things about these cultures.
783.48,790.48," Is it taken, I mean, among the people that you work with there, is it accepted? Is that reading of the culture accepted?"
790.48,793.48, It's circulated among Chinese themselves.
793.48,799.48," You mean, do they have just awareness? Just the social and cultural traits and the fact that it's things are more difficult there."
799.48,805.48," Right, or which would it, which is a personal characterized themselves as being not inclined to be different."
805.48,807.48, This is my view as an outsider.
808.48,833.48," After you've spent enough time there, you have this sort of transcendental moment where what we perceive to be chaos becomes this alternate and very functional system of people being able to move about in a state that to us seems really like a bad idea, cars and traffic and people, ideas mixing together very chaotically with no, you know, discernible pattern."
833.48,840.48, And yet they as a society clearly have been around for quite some time and managing themselves with absolutely no problem.
840.48,850.48," So there comes a moment where you realize, oh, you know, what I perceive to be chaos and maybe out of control is just the way they do it."
850.48,856.48," And so I think for Chinese people who've been to the US, they see, wow, everybody stands in line."
856.48,860.48," And wow, if I turn my turn signal on, the guy behind me might actually let me in."
860.48,864.48," Wow, if I'm walking across the street cars don't purposely try to run me over."
864.48,874.48," You know, then go back to China, they'll go, oh, now I get why those foreigners come here and pull all their hair out because there is a very dramatic difference."
874.48,878.48, Sounds like super heated atoms colliding and like plasma or something.
878.48,881.48," It's, you know, you just have to be there to see it."
881.48,886.48," We were joking the other day about the, to get your driver's license there."
886.48,895.48," The, the translation of the driving test into English, you know, and it says something like when driving down it and it's a 500 question thing when driving down a residential street."
895.48,901.48," In order to allow, you know, make sure you don't hit pedestrians residents of that area."
901.48,913.48," What do you do? And it's a, honk, b, honk quietly, c, honk many, many times or d, press the horn and hold it down while going, you know,"
913.48,919.48, and one of these is actually a valid option. You're supposed to like honk as you're going down to everyone honks like crazy.
919.48,925.48," You know, pedestrians have no right of way. If you step out into the street and they will run you over."
925.48,926.48, That's awesome.
926.48,927.48, That's how it should be.
927.48,928.48, The bad day shank.
928.48,929.48, Yeah.
929.48,935.48," But you know, into our perception of this, it's madness and yet it completely functions."
935.48,939.48," But even in Western culture, I mean, obviously this is more extreme because,"
939.48,946.48," you know, you can go across the country and see those kind of differences in the way people act in traffic or the way people act in trains."
946.48,958.48," And I remember when you're a Disney first opened in outside of Paris, the biggest problem that they had that Disney had that they weren't anticipating was the fact that they had built the park."
958.48,964.48," And they had built the lines, the cues for the, for the rides based on how they had done it in America."
964.48,970.48, And then they opened the park in France and found out where Europeans don't stand in line in an orderly way.
970.48,972.48, They just rushed to the thing.
972.48,975.48," And they couldn't deal with that, they were not prepared for that."
975.48,978.48, Just this cultural difference of how you stand in life or don't.
978.48,982.48," Yeah. The cues in China oftentimes they, it's like cattle corrals."
982.48,987.48," It'll start off as a very big wedge with a wide open end, so you can rush towards it."
987.48,993.48," But then as you move up the cue, it narrows and narrows to the point where they make it so narrow."
993.48,1002.48," That perhaps your average American, you know, a wide body, your average American would not be able to fit."
1002.48,1003.48," Oh, you see."
1003.48,1006.48," You know, would not be able to fit into the cue line."
1006.48,1008.48, So they're sort of funneling people in.
1008.48,1014.48," And it's amazing to see how, you know, all the way up to the funnel point, these, you know, they're crawling over each other."
1014.48,1022.48," They're pushing and shoving and, you know, you take for granted for one moment that some little granny, you know, Chinese woman isn't going to try to,"
1022.48,1030.48," try to protect her position and you'll get it in the nuts. You're just like that. You're just, you know, elbow, knees just over."
1030.48,1035.48," Are you, are you long past the point where you're taking pictures of all this sort of thing and like telling yourself,"
1035.48,1039.48," This isn't normal or you know, in the point where this is just how things go."
1039.48,1041.48," And then when you come back here, like you're out here for GDC."
1041.48,1043.48," Yeah, I, it's a trip to do that."
1043.48,1046.48, I know that it's a strange existence.
1046.48,1048.48," You know, I write a bicycle to work every day."
1048.48,1054.48," And I am in the street in the society, speaking the language."
1054.48,1062.48," And it has sort of lost some of its strangeness, but there's still always a moment where, you know, I might accidentally turn,"
1062.48,1065.48, or try to explore a faster way to get to the office turned on an alley.
1065.48,1071.48," And suddenly find myself, you know, driving through fresh produce and fish market at six o'clock in the morning."
1071.48,1077.48," And then go, holy shit, I'm in China, you know, and just have these moments."
1078.48,1087.48," Another good one is, you know, having some decadent meal on the bund, which is the part of Shanghai out down by the river, where there's a lot of the older buildings."
1087.48,1097.48," And looking out and seeing the communist flag flying over, you know, China and having this very western meal and thinking again, holy shit out of China."
1097.48,1101.48," So you, you have moments, definitely moments where you wake up to it."
1101.48,1104.48, Are you making grim for a Chinese audience as well?
1104.48,1106.48, Is it worldwide audience?
1106.48,1111.48," We are, well, it's going to hopefully apply worldwide."
1111.48,1118.48," I was just talking with Ricardo Sanchez, who's the VP of content about the idea that we want to do a Chinese episode."
1118.48,1127.48," I can't say the name of the story or Wendy there will kill me, but the idea was that we would present the entire episode in Chinese."
1127.48,1131.48, So all the Vio we record in Chinese and then we'll do English subtitles.
1131.48,1141.48," And this is as much, you know, I think going to be fun for the western audience to watch as it is that our Chinese team really wants to make a Chinese episode."
1141.48,1143.48, So that should be really cool.
1143.48,1152.48," Which is kind of what I was wanting to get at in there is that when you have your creative teams over there, I mean, are they satisfied making games for foreign audiences?"
1152.48,1158.48," Do they want to see a strong, you know, national sort of game development character?"
1159.48,1165.48," Well, our team is having a blast. What we've found is that, you know, before their options for where they might work in Shanghai, we're really limited."
1165.48,1175.48," It was either Ubisoft or go work for one of the big Chinese corporations. And at Ub, a lot of the guys we have came from there, they were handed a piece of paper with a design on it and told create this."
1175.48,1180.48," So they felt very marginalized. They felt like a machine or a cog in the, in the machine."
1180.48,1185.48, And they weren't really allowed to make any kind of creative decisions about the product they were making.
1185.48,1188.48, Compare that with what we do with grim. We have very open design meetings.
1188.48,1194.48," And then once the design has been fleshed out by the team, we give that over to the designers, to the level designers."
1194.48,1200.48," And we tell them, go nuts. The, the whackier you make it, the cooler you make it, the more you make it yours, the better."
1200.48,1211.48," So they have a lot of freedom. And it was funny. Early on, they were kind of scratching their heads and a freight of this. They kept asking, hey, maybe you could give us, you know, more stuff to lay out."
1211.48,1221.48," But then one by one, they started seeing their co-workers, oh, dude, did you just see what this guy sun did? He went completely nuts and did something original."
1221.48,1227.48," And then all of a sudden, they all started going, we can all do something original. So that's, that's been great."
1227.48,1233.48," You know, the alternative on the Chinese side is that a lot of these big Chinese corporations have the little emperor problem,"
1233.48,1236.48, where a team might be working on an MMO for a year.
1236.48,1245.48," And suddenly the guy who is the nephew of the guy who owns the company will come in and go, all right, this game, you've been working on it all needs to be turtles now, or it all needs to be."
1245.48,1255.48," And we'll just completely and radically change the direction of the game day by day or month by month. And so again, they feel like they don't have any say or control and what they're building."
1255.48,1264.48," It's got to be an interesting subject matter to work with, too, because, I mean, obviously everyone in the last year knows that, you know, Rupple still, it's can store it in all these, is this something that's,"
1264.48,1271.48," or they know, you know, little red, red, red in hood is a Shao Huang Mal, the little red cap and they know little red cap."
1271.48,1286.48," They know a lot of these stories and a lot of the stories we're dealing with, I think even Western audiences may not, they, they'd need to be reminded of them, you know, there's things like Godfather death and now I'm just spacing out on some of them, the more weird ones."
1286.48,1296.48," We're a girl without hands and the boy who went forth to learn what fear is and these are stories that have a lot of cool content in them, but that, you know, weren't Disneyified so much."
1296.48,1301.48," So, they, they're, you know, they're having fun, we translate them, they get it, they get the humor."
1301.48,1310.48," Are there any stories that you, you know, one particular version of them, you start telling half of it and then their version is suddenly completely divergent."
1310.48,1320.48," So that's the point of the game is that a lot of these grimst fairy tales, they started an oral tradition, red riding hood is a great example of a story that has no formal route in writing."
1320.48,1329.48," It started off thousands and thousands of years ago as a, as a story told around the campfire and then became codified in many cultures."
1329.48,1335.48, That's why the Chinese have a version of it. That's why the Europeans have a version of the American Indians have a version of it.
1335.48,1344.48," These are very classic themes and when we're dealing with it, what we try to do is because of the format of the game, it's like a TV show."
1344.48,1353.48," It's presented in three pieces, a puppet theater which tells you the most Disney version of the story we could either find or we could make up."
1353.48,1358.48, We then allow the player to run through the game and change this environment to make everything really dark.
1358.48,1363.48, And then there's a final presentation of the grimst version of this story.
1363.48,1369.48," You know, an example might be that in the Pinocchio that we all know from Disney, there's a character known as Germany cricket."
1369.48,1374.48," He exists in the books, but in the books Pinocchio murders the cricket."
1374.48,1380.48," You know, Cinderella, the Indian of that story, they all live happily ever after in the original story."
1380.48,1384.48, The eyes are plucked out of her family's heads by birds.
1385.48,1387.48," So, you know, that first."
1387.48,1388.48, It's awesome.
1388.48,1397.48, So that diversity in the story is actually key to creating contrast that we then use to create gameplay.
1397.48,1404.48," So in some way, when you, to give some people a synopsis of it, I mean, you play the character grim."
1404.48,1411.48," Who acts is the embodiment of a paintbrush or a reverse Mario Sunshine rather than going around with the squirt pack,"
1411.48,1416.48," cleaning things up, you walk around and you put your thigh, turn everything, you know, disgusting."
1416.48,1425.48," Is this kind of like a way of undoing the sensors for because, like, you know, with the grimst brothers, tails, when their versions are more collected."
1425.48,1432.48," Various, you know, phases of censorship happen over them to get to the versions of these that we know now in America."
1432.48,1435.48, Is this kind of like a way of undoing that?
1435.48,1436.48," I mean, like, what's going on?"
1436.48,1443.48," Well, Grim's point is that without teeth, these stories don't mean anything that their original purpose was to teach us something."
1443.48,1446.48," Don't talk to strangers, you know, don't walk alone in the woods."
1446.48,1452.48," I mean, whatever the moral of these stories might have been by taking out the threat you destroy the meaning."
1452.48,1460.48," So he, as the presenter of this show is saying to us, all right, boys and girls, this week, we're going to look at Cinderella."
1460.48,1474.48," And in the light version, he'll scoff at it and say, this sucks, you know, and at the end of each telling, he always invites the player by saying, you know, this is the version, you know, the sort of Disney version."
1474.48,1477.48, If you think there should be a better version than this than play on.
1477.48,1483.48," And so you're brought in and then coming into the dark and theater, he goes, that's more like it."
1483.48,1485.48, Now we have the story as it should be.
1485.48,1488.48," Let's see these guys get their just desserts, you know."
1489.48,1504.48," Do you see, sort of like a native games movement coming out of China in the way that, you know, where you where you have Japanese, your games have, I've got to stamp on them, Korean, games more recently, or is it already there to some extent."
1504.48,1514.48," You know, I think to date, the Chinese games industry has mostly been about taking safe bets, which translates to copying what's come before."
1514.48,1521.48," They're like I said, haven't been any shops where someone could exercise true creativity or virginality."
1521.48,1535.48," And you know, we're certainly hoping that, you know, we're going to be doing projects in the future where our Chinese designers are given access to our Western concept artists, for instance, and told GoCrazi and make something truly unique."
1535.48,1547.48," I think once that starts to happen, people are given really given true freedom to design stuff, then we might be in a place where we're seeing more true Chinese content built by Chinese teams."
1547.48,1554.48," How much oversight is there from the Chinese government for stuff that's made for, you know, indigenous audience."
1554.48,1559.48," You mean in terms of releasing it, you mean just like, yeah, maybe we're off a sentence."
1559.48,1571.48," Like, say if you're going to, no, look at say you make a game for a Chinese market and release it and I mean when it comes to the point where someone's like are there, are there themes and messages in this game that we don't approve of."
1571.48,1574.48, I mean how iron is the fist.
1574.48,1588.48," You know, it's amazing people kind of had this misconception that it's oh god, it's communist China and you know, I get people, so they mean notes all the time of, you know, how's the repression and do you need me to send toothpaste or be odor and,"
1588.48,1603.48," you know, in fact, I feel safer, more secure and actually feel more free to go about doing what I want to do and being who I want to be in China, then I do and a lot of places I've been in the world often times America included."
1603.48,1612.48, I can go days in China without seeing a gun in the US. I walk out on the street and there's a gun on the hip of every cop on the street.
1612.48,1618.48," You know, I can go days in China without seeing people blow up at each other and get angry."
1618.48,1622.48," Here you cut someone off in traffic and you know, boom, I mean, it's not f**king you America."
1622.48,1625.48," Yeah, f**k, fuck, I'm American."
1625.48,1636.48, It's not to say it's perfect there and it's not to say that they have at the same time they have far more journalists and prison than any other country in the world to my knowledge right now.
1636.48,1638.48," Yeah, well we just kill our journalists."
1639.48,1641.48, I'm American. As we should.
1641.48,1657.48," As we should, you know, it's not a great place in a lot of respects, but at the same time there is a certain strange the government lets people do what they want to do because, you know, what there's so many people."
1657.48,1663.48," They know that to crack down too hard on any one thing, they wouldn't be able to control it."
1663.48,1679.48," But it's sort of managed chaos, you know, again, just I get what I was just getting is like, like you can make a game called bad LA in really Santa America and then it will be cynical and have, you know, various forms of commentary on America, but if you were to make a game in China that day bashing and you."
1679.48,1682.48, And it was a tank and it was pretty cool of right.
1682.48,1690.48," Yeah, or in it, and it, yeah, it brought up like you say a brought up 10 minutes square, but it, but made the go, you know, portray the government in a negative light."
1690.48,1695.48," Would that fly, is that possible? No, you would have a tough time with that. Okay."
1695.48,1709.48," You definitely have a tough time with that. You know, there's laws here. You can't make a game simulating killing the president in the US. I would imagine there's a lot of issues you might try to make a game out of here that you probably couldn't."
1709.48,1717.48," There's just people don't try to push those boundaries, same thing in China. They kind of question, well, why would I want to push that boundary? Why do I want to do Tieneman Square tank simulator?"
1718.48,1721.48, That sounds like it. I got to go.
1721.48,1725.48, I was going to get a bit rather riddle back. Is that a weak game?
1725.48,1726.48, It's not a weak game.
1729.48,1734.48, So you've had your name on many games and I asked this in the email interview.
1734.48,1741.48," And I didn't, I figured that your response that you can go in a greater depth. And it was basically what is an American McGee game?"
1741.48,1749.48," And why were so many guys like, you know, scared me about a won't have me about this Mario and all these other games? Why are your games still wearing your name?"
1749.48,1750.48, What is it?
1750.48,1760.48," You know, I've been thinking about this because I shouldn't, but I read comments when we put a trailer up and I see people going, what is this guy think he is?"
1760.48,1768.48," You know, it came down to this. I was sitting there thinking, okay, Joe, commenter."
1768.48,1776.48," Let's say that somebody came up to you tomorrow and said, you've nothing about games. You don't know anything about games at all of it. And you play games."
1776.48,1781.48," But guess what, Bob, we're going to give you $8 million to go make a game."
1781.48,1786.48," And by the way, the one caveat is you have to put your name on the box."
1786.48,1792.48," You know, that's the situation that I have in its sense because this is my living. This is my job."
1792.48,1796.48," And when these publishers come to me and they say, we want to make a game with you."
1796.48,1801.48," I think there's this idea that I say, no problem, but my name is going to box."
1801.48,1808.48," In fact, and you know, these guys can attest to this. I often say to them, this might not work out the way you want it to work out."
1808.48,1814.48, This is a very dangerous thing we're playing with here. There are the hardcore fans and there's the hardcore haters.
1814.48,1824.48," And the name, you know, I think it can work and I think it can come back and bite us. And so, but I'm not a part of that oftentimes."
1824.48,1831.48," I could say no, I'm not going to do this game because I don't want my name on the box, but turns out I like to eat and we're clothes and, you know,"
1831.48,1834.48, So you see how much of a cool name.
1834.48,1835.48," Oh, yeah."
1835.48,1840.48," Or hurts, right? I mean, if my name was just Bob, then they wouldn't be saying, hey, let's put Bob's name on the game."
1840.48,1850.48," So, you know, and I hope I don't sound like I'm bitching about the fact that this happens. I mean, certainly, okay, you know, it's not the worst thing in the world."
1850.48,1857.48," It would be much better thing if I felt like I deserved it a little bit more, right?"
1857.48,1866.48," I can be honest with myself and say, okay, put on a craft game, you know, maybe it doesn't make a lot of sense, but I'm hoping that I'll put out some more good games."
1866.48,1870.48," And then people will say, I like the games this guy makes and then maybe it's worth something."
1870.48,1875.48," Sean, did you have, you know, some information about the Sid Myers name appearing on?"
1875.48,1878.48," Oh, well, yeah, I was similar to what we were saying. I mean, it's the marketing."
1878.48,1887.48," I mean, that's, you know, more ancient history, but the reason Sid Myers name was put on the box is mainly, like, from my understand, his marketing guy basically said,"
1887.48,1893.48," because he wanted to make pirates, and it was totally different than his other games, his audience might have known him for, so they were, they said,"
1893.48,1897.48," well, we put Sid Myers pirates, so people know if they're coming from this other audience, right?"
1897.48,1898.48, This is your game.
1898.48,1904.48," Well, this was exactly what happened on Alice. The marketing guys came into the room and they go, okay, here's the deal."
1904.48,1911.48," We're going to make Alice, we don't, and they had all these different names for Alice, Alice, and Nightmare land, Alice, who's looking at us, and they were all too worthy, and they said,"
1911.48,1917.48," well, we really want to capture the audience that we think you had when you made doom, and, you know, we were involved with this stuff."
